School Year,Data Level,Public Or Independent,District Number,District Name,Mincode,School Name,Num Of Schools In Data Level,Total Classes,Classes With Ed Assist,Total Classes Greater 30,Avg Class Size K,Avg Class Size 1 3,Avg Class Size 4 7,Avg Class Size 8 12
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434033,Margaret Stenersen Elementary,1,17,6,,19.9,22.1,25.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434033,Margaret Stenersen Elementary,1,18,1,,20.3,19.6,26.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434033,Margaret Stenersen Elementary,1,18,10,,20.8,21,27.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434033,Margaret Stenersen Elementary,1,18,11,,20.8,21.5,30,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434033,Margaret Stenersen Elementary,1,18,11,,21.5,23.3,26.7,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,16,2,,18.3,21.7,25.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,17,6,,17,20.1,26.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,17,5,,20,18.6,25.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,16,5,,18.3,18.9,26.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,16,10,,17.7,20.2,27.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,16,,,17.7,20,27.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,16,5,,20.3,19.3,25.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,15,9,,20.3,21.9,27.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434035,Auguston Traditional Elementary,1,15,7,,21,22.1,28.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,17,,,18.5,22,26.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,17,14,,15,21.8,27.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,17,6,,16.3,20.6,27.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,15,14,,17,22.1,27.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,15,10,,21.7,21.1,25,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,16,,,19.3,19.4,23.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,15,10,,17.3,20.6,24.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,14,14,,20.6,21.9,28.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434036,Ten Broeck Elementary,1,14,11,,19.3,20.2,28.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,14,4,,17.3,21,29,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,13,2,,19,21.6,23.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,13,4,,20.4,18.3,25,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,12,5,,17.9,22,18.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,11,3,,21,21.7,22.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,10,,,20,19.1,24.9,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,10,5,,22,20.9,22.7,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,12,8,,19.3,20.4,24.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434037,Centennial Park Elementary,1,12,5,,19,20.4,22.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,164,25,15,,,,26.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,169,17,21,,,,26.7
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,166,12,29,,,,26.5
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,179,26,26,,,,26.1
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,187,26,26,,,,26.7
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,183,2,18,,,,25.9
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,160,24,,,,,25.8
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,181,37,,,,,22.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434038,Yale Secondary,1,209,40,,,,,22.4
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434039,Bakerview Elementary,1,6,6,,21,21,24,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,216,9,4,,,,25.6
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,224,11,34,,,,26.8
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,217,11,22,,,,27.6
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,221,20,12,,,,27.5
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,217,27,23,,,,27.9
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,239,,7,,,,25.3
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,210,20,,,,,25.5
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,262,32,,,,,22.2
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434041,W J Mouat Secondary,1,219,31,,,,,24.2
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,20,20,7,,,29.8,31.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,21,21,6,,,29.8,30.7
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,22,21,,,,29,28.7
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,23,23,,,,28.9,29.8
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,22,22,1,,,29.4,29.8
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,22,,8,,,29.6,31.3
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,22,22,,,,29.7,29.1
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,23,23,,,,29.4,29.2
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434042,William A. Fraser Middle School,1,24,24,,,,29.3,28.7
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,10,5,,15.3,20,25.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,11,2,,20,22.9,29.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,11,6,,17.5,19.3,30,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,10,3,,17.5,20.4,24.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,10,6,,17,22.9,27,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,11,,,12.3,21.8,24,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,11,10,,17.3,23.6,23,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,11,10,,16.3,23,28,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434043,Dormick Park Elementary,1,12,10,,21.3,20.5,24,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,13,11,,19.6,20.8,26,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,14,1,,21,21,26.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,13,13,,18.2,21.1,27.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,15,14,,17.8,20.6,25,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,13,13,,19,19.1,26.5,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,13,,,20,20.4,25.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,12,12,,19.6,21.5,26.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,12,7,,17.1,20.9,27.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434044,John Maclure Community School,1,12,7,,19,21.2,23.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,11,,,15,21.8,25,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,10,4,,20.5,22.4,29.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,11,6,,19.7,22.9,28.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,11,6,,20,22.2,28.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,13,7,,18.4,19,27.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,13,,,19,21.3,25,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,12,10,,19,22.8,26.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,12,10,,20.8,22.6,28.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434045,Dr Thomas A Swift Elementary,1,12,9,,21.5,21.9,28.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,11,11,,19,22.2,28,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,11,9,,16.5,21.2,28.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,13,8,,17.3,21,21.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,13,10,,15,19.8,23,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,12,9,,18.5,20.9,23.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,12,,,18.5,17.4,23.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,11,7,,20,21.5,25.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,11,11,,18,21.3,26.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434046,Terry Fox Elementary,1,12,12,,17.7,21.3,29.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,21,11,,,,29.3,28
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,21,11,2,,,27.9,27.6
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,21,6,,,,26.3,29.6
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,21,9,,,,26.6,29.2
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,21,11,,,,28.1,27.1
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,21,1,,,,27,28.2
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,20,8,,,,27.8,27.8
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,20,11,,,,27.5,28.1
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434047,Chief Dan George Middle,1,20,10,,,,25.4,29
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,11,7,,17.5,19.7,25,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,11,4,,20,21.4,23.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,11,10,,19.2,22.1,28.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,12,11,,20.1,20.5,27.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,13,9,,15.3,19.2,27.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,12,,,21.6,22.6,28.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,13,10,,18.6,21.3,24.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,11,11,,20.7,22.7,27.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434048,Prince Charles Elementary,1,10,4,,18.4,22.2,29.7,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,14,10,,20.7,18.4,23.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,14,10,,21.7,21.7,25.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,15,15,,17.3,23.2,25.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,16,13,,18.5,22,25.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,16,10,,17.6,23.3,27.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,17,,,18,22.5,27.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,17,14,,19.3,23.4,28.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,17,14,,20.6,22.6,28,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434049,Blue Jay Elementary,1,17,11,,21.7,22.8,28.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,20,8,,20,21.4,26.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,21,7,,19.3,21.8,26.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,21,7,,16.8,21.6,29.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,21,8,,19.5,22.1,25.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,21,8,,20.3,21.8,27.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,22,,,21.3,21.4,27.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,22,8,,21.5,22.6,25.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,22,20,,20.2,22.5,27.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434050,Sandy Hill Elementary,1,23,16,,20.2,22.5,27.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,21,8,,17,21.3,26.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,20,5,,20.2,19.9,25.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,19,16,,19.8,19.8,25.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,21,13,,20,18.4,27.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,18,10,,20.3,20.4,27.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,18,,,16.3,21.9,26.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,18,9,,22,22.2,27.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,17,15,,22,22.8,29.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434051,Harry Sayers Elementary,1,17,8,,22,22.6,28.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,140,14,4,,,,25.5
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,134,15,31,,,,26.5
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,138,12,13,,,,24.9
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,126,17,25,,,,25.8
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,110,10,49,,,,27.5
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,109,5,25,,,,27
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,114,24,,,,,25
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,115,34,,,,,24.6
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434052,Rick Hansen Secondary,1,127,28,,,,,21.3
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,13,7,,17,21.7,30,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,12,8,,18.8,21.5,26.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,13,8,,20,22,25.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,14,12,,19,20.6,28.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,15,11,,15.3,20.9,28.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,15,,,19.3,22.2,28,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,15,3,,20.2,22.5,27.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,15,15,,21.4,22.2,28,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434053,Mountain Elementary,1,15,13,,21.2,23.3,27.6,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,145,19,2,,,,25.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,144,23,21,,,,27.2
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,149,22,11,,,,26
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,147,35,10,,,,25.8
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,131,15,37,,,,26.5
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,141,7,35,,,,26
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,138,20,,,,,22.9
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,203,35,,,,,19.7
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434054,Robert Bateman Secondary,1,170,27,,,,,21.2
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,12,8,,18.7,21.3,27.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,12,,,19.6,19.5,25,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,14,8,,16.8,20.2,25.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,14,3,,17.8,21.3,27,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,12,12,,13.5,21.7,27.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,12,,,18.5,20.6,24,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,11,10,,19,21.3,27,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,10,8,,15.5,20.9,27.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434055,Dr Roberta Bondar Elementary,1,10,10,,19.5,21.3,27.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,12,8,,20.7,21.2,27.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,12,7,,21.9,20.5,29.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,16,16,,17,21.3,27,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,16,16,,17.3,21.7,30,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,13,8,,20.6,21.8,26.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,14,,,17,18.7,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,34,Abbotsford,3434056,Dave Kandal Elementary,1,13,11,,20.1,20.3,25.8,
